Drug,Lineage,Percentage of Strains that are Resistant,Number of Resistant Strains,Number of Susceptible Strains,No Results
oflx,4.4.1.1,2.393617021276596,9,141,226
oflx,"4.4.1.1,3",0.0,0,2,0
oflx,"4.4.1.1,4.1.2",0.0,0,2,2
oflx,"4.4.1.1,4.3.3",0.0,0,1,0
oflx,"4.4.1.1,4.3.4.2.1",0.0,0,1,2
oflx,"4.4.1.1,4.6.1.2",0.0,0,1,0
oflx,4.4.1.2,0.0,0,1,89
oflx,4.4.2,4.3478260869565215,1,5,17
oflx,4.5,6.666666666666667,6,9,75
oflx,"4.5,1.1.2",0.0,0,0,1
oflx,"4.5,1.2.1",0.0,0,0,2
oflx,4.6,0.0,0,0,9
oflx,4.6.1.1,0.0,0,6,5
oflx,4.6.1.2,0.0,0,8,11
oflx,4.6.2,3.5714285714285716,1,1,26
oflx,4.6.2.1,0.0,0,2,6
oflx,4.6.2.2,0.0,0,2,65
oflx,4.7,0.0,0,9,57
oflx,4.8,0.5555555555555556,3,128,409
oflx,"4.8,4.1.1.3",0.0,0,1,1
oflx,"4.8,4.3.4.1",0.0,0,2,0
oflx,4.9,0.7407407407407407,1,40,94
oflx,5,0.0,0,0,15
oflx,"5,6,BOV_AFRI",0.0,0,0,1
oflx,6,0.0,0,0,2
oflx,"6,BOV_AFRI",0.0,0,3,33
oflx,BOV_AFRI,0.0,0,4,81
pas,1,0.0,0,1,2
pas,"1,2.2.1",0.0,0,0,1
pas,1.1,0.0,0,0,1
pas,1.1.1,0.0,0,0,36
pas,1.1.1.1,0.0,0,0,20
pas,1.1.2,0.0,0,1,271
pas,"1.1.2,1.2.2",0.0,0,0,1
pas,"1.1.2,3",0.0,0,0,2
pas,"1.1.2,4",0.0,0,0,6
pas,"1.1.2,4.3.2.1",0.0,0,0,1
pas,"1.1.2,4.4",0.0,0,0,1
pas,1.1.3,0.0,0,1,309
pas,"1.1.3,1.1.2",0.0,0,0,3
pas,"1.1.3,2.2.1.2",0.0,0,0,1
pas,"1.1.3,3",0.0,0,0,1
pas,"1.1.3,4.1.1.1",0.0,0,0,1
pas,"1.1.3,4.5",0.0,0,1,0
pas,1.2.1,0.0,0,9,266
pas,1.2.2,0.0,0,1,248
pas,"1.2.2,3.1.2",0.0,0,0,1
pas,2,0.0,0,1,0
pas,"2,4.3.2.1",0.0,0,0,1
pas,2.1,0.0,0,1,18
pas,"2.2,3",0.0,0,0,1
pas,"2.2,4.3.2.1",0.0,0,0,1
pas,2.2.1,0.3778337531486146,6,44,1538
pas,"2.2.1,1.2.2",0.0,0,0,1
pas,"2.2.1,3",0.0,0,1,1
pas,"2.2.1,4",0.0,0,0,3
pas,"2.2.1,4.1.1.1",0.0,0,0,1
pas,"2.2.1,4.1.1.3",0.0,0,0,1
pas,"2.2.1,4.3.2.1",0.0,0,0,1
pas,"2.2.1,4.3.4.2",0.0,0,0,1
pas,"2.2.1,4.8",0.0,0,0,2
pas,"2.2.1,6,BOV_AFRI",0.0,0,0,1
pas,"2.2.1,BOV_AFRI",0.0,0,0,1
pas,2.2.1.1,0.0,0,5,166
pas,2.2.1.2,0.0,0,0,24
pas,2.2.2,12.698412698412698,16,11,99
pas,3,0.0,0,7,1252
pas,"3,4",0.0,0,0,1
pas,3.1.1,0.0,0,1,137
pas,3.1.2,0.0,0,1,75
pas,3.1.2.1,0.0,0,1,48
pas,3.1.2.2,0.0,0,0,17
pas,"3.1.2.2,1.1.1",0.0,0,0,1
pas,4,0.0,0,5,43
pas,4.1,0.0,0,8,54
pas,"4.1,1.2.2",0.0,0,0,1
pas,"4.1,2.2.1,4.8",0.0,0,0,1
pas,4.1.1,0.0,0,2,43
pas,4.1.1.1,0.0,0,5,169
pas,"4.1.1.1,2.2",0.0,0,0,1
pas,4.1.1.2,0.0,0,0,46
pas,4.1.1.3,0.0,0,3,282
pas,4.1.2,0.0,0,3,109
pas,"4.1.2,1.2.2",0.0,0,0,1
pas,"4.1.2,4.2.2",0.0,0,0,1
pas,4.1.2.1,0.0,0,10,655
pas,"4.1.2.1,2.2.1",0.0,0,1,2
pas,"4.1.2.1,3",0.0,0,0,1
pas,"4.1.2.1,4.4.1",0.0,0,0,1
pas,"4.1.2.1,4.7",0.0,0,0,1
pas,4.2.1,0.0,0,0,161
pas,"4.2.1,4.7",0.0,0,0,1
pas,4.2.2,0.0,0,1,101
pas,4.2.2.1,0.0,0,1,26
pas,4.3,0.0,0,0,4
pas,"4.3,2.2.1",0.0,0,0,1
pas,4.3.1,0.0,0,0,38
pas,4.3.2,0.0,0,0,78
pas,4.3.2.1,0.0,0,0,300
pas,"4.3.2.1,4.3.4",0.0,0,0,1
pas,4.3.3,0.0,0,7,358
pas,"4.3.3,1.1.3",0.0,0,0,1
pas,"4.3.3,2.2.1",0.0,0,1,1
pas,"4.3.3,3.1.1",0.0,0,0,1
pas,"4.3.3,4.1.1",0.0,0,0,1
pas,"4.3.3,4.1.2",0.0,0,0,3
pas,"4.3.3,4.3.2.1",0.0,0,0,2
pas,4.3.4,0.0,0,0,2
pas,4.3.4.1,0.0,0,2,58
pas,4.3.4.2,0.0,0,2,128
pas,"4.3.4.2,3.1.2.1",0.0,0,1,0
pas,4.3.4.2.1,0.7874015748031497,1,0,126
pas,"4.3.4.2.1,1.1.2",0.0,0,0,1
pas,4.4,0.0,0,0,8
pas,4.4.1.1,0.0,0,6,370
pas,"4.4.1.1,3",0.0,0,0,2
pas,"4.4.1.1,4.1.2",0.0,0,0,4
pas,"4.4.1.1,4.3.3",0.0,0,0,1
pas,"4.4.1.1,4.3.4.2.1",0.0,0,0,3
pas,"4.4.1.1,4.6.1.2",0.0,0,1,0
pas,4.4.1.2,0.0,0,0,90
pas,4.4.2,0.0,0,1,22
pas,4.5,2.2222222222222223,2,7,81
pas,"4.5,1.1.2",0.0,0,0,1
pas,"4.5,1.2.1",0.0,0,0,2
pas,4.6,0.0,0,0,9
pas,4.6.1.1,0.0,0,5,6
pas,4.6.1.2,0.0,0,6,13
pas,4.6.2,0.0,0,0,28
pas,4.6.2.1,0.0,0,0,8
pas,4.6.2.2,0.0,0,2,65
pas,4.7,0.0,0,0,66
pas,4.8,0.0,0,12,528
pas,"4.8,4.1.1.3",0.0,0,0,2
pas,"4.8,4.3.4.1",0.0,0,0,2
pas,4.9,0.0,0,2,133
pas,5,0.0,0,0,15
pas,"5,6,BOV_AFRI",0.0,0,0,1
pas,6,0.0,0,0,2
pas,"6,BOV_AFRI",0.0,0,5,31
pas,BOV_AFRI,0.0,0,2,83
pza,1,0.0,0,3,0
pza,"1,2.2.1",0.0,0,0,1
pza,1.1,0.0,0,0,1
pza,1.1.1,8.333333333333334,3,14,19
pza,1.1.1.1,10.0,2,8,10
pza,1.1.2,6.617647058823529,18,106,148
pza,"1.1.2,1.2.2",0.0,0,0,1
pza,"1.1.2,3",0.0,0,0,2
pza,"1.1.2,4",50.0,3,1,2
pza,"1.1.2,4.3.2.1",0.0,0,0,1
pza,"1.1.2,4.4",0.0,0,1,0
pza,1.1.3,1.6129032258064515,5,59,246
pza,"1.1.3,1.1.2",0.0,0,0,3
pza,"1.1.3,2.2.1.2",0.0,0,0,1
pza,"1.1.3,3",0.0,0,0,1
pza,"1.1.3,4.1.1.1",0.0,0,0,1
pza,"1.1.3,4.5",0.0,0,0,1
pza,1.2.1,1.0909090909090908,3,114,158
pza,1.2.2,10.040160642570282,25,86,138
pza,"1.2.2,3.1.2",0.0,0,0,1
pza,2,0.0,0,0,1
pza,"2,4.3.2.1",0.0,0,1,0
pza,2.1,5.2631578947368425,1,4,14
pza,"2.2,3",0.0,0,1,0
pza,"2.2,4.3.2.1",0.0,0,0,1
pza,2.2.1,13.727959697732997,218,740,630
pza,"2.2.1,1.2.2",0.0,0,0,1
pza,"2.2.1,3",0.0,0,1,1
pza,"2.2.1,4",33.333333333333336,1,1,1
pza,"2.2.1,4.1.1.1",0.0,0,1,0
pza,"2.2.1,4.1.1.3",0.0,0,1,0
pza,"2.2.1,4.3.2.1",0.0,0,0,1
pza,"2.2.1,4.3.4.2",0.0,0,0,1
pza,"2.2.1,4.8",0.0,0,1,1
pza,"2.2.1,6,BOV_AFRI",0.0,0,1,0
pza,"2.2.1,BOV_AFRI",0.0,0,1,0
pza,2.2.1.1,13.450292397660819,23,88,60
pza,2.2.1.2,20.833333333333332,5,10,9
pza,2.2.2,11.11111111111111,14,15,97
pza,3,8.57823669579031,108,873,278
pza,"3,4",100.0,1,0,0
pza,3.1.1,1.4492753623188406,2,106,30
pza,3.1.2,2.6315789473684212,2,58,16
pza,3.1.2.1,6.122448979591836,3,28,18
pza,3.1.2.2,0.0,0,17,0
pza,"3.1.2.2,1.1.1",0.0,0,0,1
pza,4,27.083333333333332,13,19,16
pza,4.1,4.838709677419355,3,30,29
pza,"4.1,1.2.2",0.0,0,1,0
pza,"4.1,2.2.1,4.8",0.0,0,0,1
pza,4.1.1,17.77777777777778,8,22,15
pza,4.1.1.1,5.747126436781609,10,120,44
pza,"4.1.1.1,2.2",0.0,0,0,1
pza,4.1.1.2,0.0,0,17,29
pza,4.1.1.3,7.017543859649122,20,184,81
pza,4.1.2,1.7857142857142858,2,90,20
pza,"4.1.2,1.2.2",0.0,0,0,1
pza,"4.1.2,4.2.2",0.0,0,1,0
pza,4.1.2.1,6.165413533834586,41,420,204
pza,"4.1.2.1,2.2.1",33.333333333333336,1,1,1
pza,"4.1.2.1,3",0.0,0,0,1
pza,"4.1.2.1,4.4.1",0.0,0,1,0
pza,"4.1.2.1,4.7",0.0,0,1,0
pza,4.2.1,7.453416149068323,12,50,99
pza,"4.2.1,4.7",0.0,0,1,0
pza,4.2.2,13.72549019607843,14,53,35
pza,4.2.2.1,18.51851851851852,5,18,4
pza,4.3,0.0,0,4,0
pza,"4.3,2.2.1",100.0,1,0,0
pza,4.3.1,2.6315789473684212,1,28,9
pza,4.3.2,6.410256410256411,5,57,16
pza,4.3.2.1,3.3333333333333335,10,251,39
pza,"4.3.2.1,4.3.4",0.0,0,1,0
pza,4.3.3,15.89041095890411,58,165,142
pza,"4.3.3,1.1.3",0.0,0,0,1
pza,"4.3.3,2.2.1",50.0,1,0,1
pza,"4.3.3,3.1.1",0.0,0,0,1
pza,"4.3.3,4.1.1",0.0,0,1,0
pza,"4.3.3,4.1.2",0.0,0,2,1
pza,"4.3.3,4.3.2.1",100.0,2,0,0
pza,4.3.4,0.0,0,1,1
pza,4.3.4.1,8.333333333333334,5,45,10
pza,4.3.4.2,14.615384615384615,19,62,49
pza,"4.3.4.2,3.1.2.1",0.0,0,0,1
pza,4.3.4.2.1,3.1496062992125986,4,104,19
pza,"4.3.4.2.1,1.1.2",0.0,0,1,0
pza,4.4,12.5,1,5,2
pza,4.4.1.1,12.5,47,217,112
pza,"4.4.1.1,3",0.0,0,2,0
pza,"4.4.1.1,4.1.2",0.0,0,4,0
pza,"4.4.1.1,4.3.3",0.0,0,1,0
pza,"4.4.1.1,4.3.4.2.1",0.0,0,1,2
pza,"4.4.1.1,4.6.1.2",0.0,0,0,1
pza,4.4.1.2,0.0,0,12,78
pza,4.4.2,4.3478260869565215,1,15,7
pza,4.5,4.444444444444445,4,58,28
pza,"4.5,1.1.2",0.0,0,1,0
pza,"4.5,1.2.1",0.0,0,0,2
pza,4.6,0.0,0,7,2
pza,4.6.1.1,0.0,0,7,4
pza,4.6.1.2,5.2631578947368425,1,6,12
pza,4.6.2,3.5714285714285716,1,25,2
pza,4.6.2.1,0.0,0,6,2
pza,4.6.2.2,1.492537313432836,1,57,9
pza,4.7,1.5151515151515151,1,44,21
pza,4.8,6.851851851851852,37,384,119
pza,"4.8,4.1.1.3",0.0,0,0,2
pza,"4.8,4.3.4.1",0.0,0,0,2
pza,4.9,14.074074074074074,19,82,34
pza,5,6.666666666666667,1,9,5
pza,"5,6,BOV_AFRI",0.0,0,0,1
pza,6,0.0,0,0,2
pza,"6,BOV_AFRI",2.7777777777777777,1,9,26
pza,BOV_AFRI,62.35294117647059,53,23,9
rif,1,0.0,0,3,0
rif,"1,2.2.1",100.0,1,0,0
rif,1.1,100.0,1,0,0
rif,1.1.1,22.22222222222222,8,28,0
rif,1.1.1.1,20.0,4,16,0
rif,1.1.2,11.764705882352942,32,238,2
rif,"1.1.2,1.2.2",0.0,0,1,0
rif,"1.1.2,3",50.0,1,1,0
rif,"1.1.2,4",50.0,3,3,0
rif,"1.1.2,4.3.2.1",0.0,0,1,0
rif,"1.1.2,4.4",0.0,0,1,0
rif,1.1.3,4.838709677419355,15,295,0
rif,"1.1.3,1.1.2",0.0,0,3,0
rif,"1.1.3,2.2.1.2",0.0,0,1,0
rif,"1.1.3,3",0.0,0,1,0
rif,"1.1.3,4.1.1.1",0.0,0,1,0
rif,"1.1.3,4.5",0.0,0,1,0
rif,1.2.1,7.2727272727272725,20,253,2
rif,1.2.2,18.072289156626507,45,203,1
rif,"1.2.2,3.1.2",0.0,0,1,0
rif,2,0.0,0,1,0
rif,"2,4.3.2.1",0.0,0,1,0
rif,2.1,73.6842105263158,14,5,0
rif,"2.2,3",0.0,0,1,0
rif,"2.2,4.3.2.1",0.0,0,1,0
rif,2.2.1,32.80856423173803,521,1003,64
rif,"2.2.1,1.2.2",0.0,0,1,0
rif,"2.2.1,3",0.0,0,2,0
rif,"2.2.1,4",33.333333333333336,1,2,0
rif,"2.2.1,4.1.1.1",0.0,0,1,0
rif,"2.2.1,4.1.1.3",0.0,0,1,0
rif,"2.2.1,4.3.2.1",0.0,0,1,0
rif,"2.2.1,4.3.4.2",0.0,0,1,0
rif,"2.2.1,4.8",50.0,1,1,0
rif,"2.2.1,6,BOV_AFRI",0.0,0,1,0
rif,"2.2.1,BOV_AFRI",0.0,0,0,1
rif,2.2.1.1,26.31578947368421,45,124,2
rif,2.2.1.2,50.0,12,12,0
rif,2.2.2,69.04761904761905,87,38,1
rif,3,28.594122319301032,360,893,6
rif,"3,4",100.0,1,0,0
rif,3.1.1,14.492753623188406,20,117,1
rif,3.1.2,18.42105263157895,14,61,1
rif,3.1.2.1,28.571428571428573,14,34,1
rif,3.1.2.2,0.0,0,17,0
rif,"3.1.2.2,1.1.1",0.0,0,1,0
rif,4,52.083333333333336,25,22,1
rif,4.1,41.935483870967744,26,36,0
rif,"4.1,1.2.2",100.0,1,0,0
rif,"4.1,2.2.1,4.8",0.0,0,1,0
rif,4.1.1,26.666666666666668,12,32,1
rif,4.1.1.1,10.919540229885058,19,151,4
rif,"4.1.1.1,2.2",100.0,1,0,0
rif,4.1.1.2,4.3478260869565215,2,44,0
rif,4.1.1.3,22.105263157894736,63,213,9
rif,4.1.2,9.821428571428571,11,99,2
rif,"4.1.2,1.2.2",0.0,0,1,0
rif,"4.1.2,4.2.2",0.0,0,1,0
rif,4.1.2.1,14.887218045112782,99,564,2
rif,"4.1.2.1,2.2.1",66.66666666666667,2,1,0
rif,"4.1.2.1,3",0.0,0,1,0
rif,"4.1.2.1,4.4.1",0.0,0,1,0
rif,"4.1.2.1,4.7",0.0,0,1,0
rif,4.2.1,14.285714285714286,23,131,7
rif,"4.2.1,4.7",0.0,0,1,0
rif,4.2.2,47.05882352941177,48,54,0
rif,4.2.2.1,66.66666666666667,18,9,0
rif,4.3,0.0,0,4,0
rif,"4.3,2.2.1",100.0,1,0,0
rif,4.3.1,7.894736842105263,3,34,1
rif,4.3.2,16.666666666666668,13,65,0
rif,4.3.2.1,10.333333333333334,31,263,6
rif,"4.3.2.1,4.3.4",0.0,0,1,0
rif,4.3.3,41.917808219178085,153,205,7
rif,"4.3.3,1.1.3",0.0,0,1,0
rif,"4.3.3,2.2.1",50.0,1,1,0
rif,"4.3.3,3.1.1",100.0,1,0,0
rif,"4.3.3,4.1.1",0.0,0,1,0
rif,"4.3.3,4.1.2",0.0,0,3,0
rif,"4.3.3,4.3.2.1",100.0,2,0,0
rif,4.3.4,0.0,0,2,0
rif,4.3.4.1,21.666666666666668,13,47,0
rif,4.3.4.2,33.07692307692308,43,86,1
rif,"4.3.4.2,3.1.2.1",100.0,1,0,0
rif,4.3.4.2.1,10.236220472440944,13,114,0
rif,"4.3.4.2.1,1.1.2",0.0,0,1,0
rif,4.4,12.5,1,7,0
rif,4.4.1.1,24.73404255319149,93,277,6
rif,"4.4.1.1,3",0.0,0,2,0
rif,"4.4.1.1,4.1.2",0.0,0,4,0
rif,"4.4.1.1,4.3.3",0.0,0,1,0
rif,"4.4.1.1,4.3.4.2.1",66.66666666666667,2,1,0
rif,"4.4.1.1,4.6.1.2",0.0,0,1,0
rif,4.4.1.2,0.0,0,87,3
rif,4.4.2,13.043478260869565,3,20,0
rif,4.5,23.333333333333332,21,68,1
rif,"4.5,1.1.2",100.0,1,0,0
rif,"4.5,1.2.1",0.0,0,2,0
rif,4.6,0.0,0,9,0
rif,4.6.1.1,0.0,0,11,0
rif,4.6.1.2,57.89473684210526,11,8,0
rif,4.6.2,10.714285714285714,3,25,0
rif,4.6.2.1,12.5,1,7,0
rif,4.6.2.2,19.402985074626866,13,52,2
rif,4.7,12.121212121212121,8,57,1
rif,4.8,18.703703703703702,101,431,8
rif,"4.8,4.1.1.3",100.0,2,0,0
rif,"4.8,4.3.4.1",0.0,0,2,0
rif,4.9,25.925925925925927,35,100,0
rif,5,13.333333333333334,2,13,0
rif,"5,6,BOV_AFRI",0.0,0,1,0
rif,6,0.0,0,2,0
rif,"6,BOV_AFRI",5.555555555555555,2,33,1
rif,BOV_AFRI,2.3529411764705883,2,77,6
str,1,0.0,0,3,0
str,"1,2.2.1",0.0,0,0,1
str,1.1,0.0,0,0,1
str,1.1.1,5.555555555555555,2,7,27
str,1.1.1.1,10.0,2,10,8
str,1.1.2,2.2058823529411766,6,107,159
str,"1.1.2,1.2.2",0.0,0,0,1
str,"1.1.2,3",0.0,0,0,2
str,"1.1.2,4",0.0,0,0,6
str,"1.1.2,4.3.2.1",0.0,0,1,0
str,"1.1.2,4.4",0.0,0,0,1
str,1.1.3,0.3225806451612903,1,12,297
str,"1.1.3,1.1.2",0.0,0,2,1
str,"1.1.3,2.2.1.2",0.0,0,0,1
str,"1.1.3,3",0.0,0,0,1
str,"1.1.3,4.1.1.1",0.0,0,0,1
str,"1.1.3,4.5",0.0,0,1,0
str,1.2.1,4.0,11,193,71
str,1.2.2,4.016064257028113,10,30,209
str,"1.2.2,3.1.2",0.0,0,1,0
str,2,0.0,0,1,0
str,"2,4.3.2.1",0.0,0,0,1
str,2.1,5.2631578947368425,1,3,15
str,"2.2,3",0.0,0,0,1
str,"2.2,4.3.2.1",0.0,0,1,0
str,2.2.1,6.54911838790932,104,316,1168
str,"2.2.1,1.2.2",0.0,0,1,0
str,"2.2.1,3",0.0,0,1,1
str,"2.2.1,4",0.0,0,2,1
str,"2.2.1,4.1.1.1",0.0,0,0,1
str,"2.2.1,4.1.1.3",0.0,0,0,1
str,"2.2.1,4.3.2.1",0.0,0,1,0
str,"2.2.1,4.3.4.2",0.0,0,0,1
str,"2.2.1,4.8",50.0,1,0,1
str,"2.2.1,6,BOV_AFRI",0.0,0,0,1
str,"2.2.1,BOV_AFRI",0.0,0,0,1
str,2.2.1.1,4.093567251461988,7,40,124
str,2.2.1.2,8.333333333333334,2,2,20
str,2.2.2,11.904761904761905,15,46,65
str,3,1.0325655281969817,13,132,1114
str,"3,4",0.0,0,0,1
str,3.1.1,1.4492753623188406,2,12,124
str,3.1.2,1.3157894736842106,1,14,61
str,3.1.2.1,0.0,0,7,42
str,3.1.2.2,0.0,0,0,17
str,"3.1.2.2,1.1.1",0.0,0,0,1
str,4,2.0833333333333335,1,10,37
str,4.1,9.67741935483871,6,15,41
str,"4.1,1.2.2",0.0,0,0,1
str,"4.1,2.2.1,4.8",0.0,0,1,0
str,4.1.1,0.0,0,16,29
str,4.1.1.1,3.4482758620689653,6,58,110
str,"4.1.1.1,2.2",100.0,1,0,0
str,4.1.1.2,2.1739130434782608,1,27,18
str,4.1.1.3,1.7543859649122806,5,23,257
str,4.1.2,0.0,0,16,96
str,"4.1.2,1.2.2",0.0,0,1,0
str,"4.1.2,4.2.2",0.0,0,0,1
str,4.1.2.1,2.556390977443609,17,126,522
str,"4.1.2.1,2.2.1",66.66666666666667,2,0,1
str,"4.1.2.1,3",0.0,0,1,0
str,"4.1.2.1,4.4.1",0.0,0,0,1
str,"4.1.2.1,4.7",0.0,0,0,1
str,4.2.1,0.6211180124223602,1,97,63
str,"4.2.1,4.7",0.0,0,0,1
str,4.2.2,8.823529411764707,9,11,82
str,4.2.2.1,0.0,0,0,27
str,4.3,0.0,0,2,2
str,"4.3,2.2.1",0.0,0,0,1
str,4.3.1,2.6315789473684212,1,2,35
str,4.3.2,0.0,0,20,58
str,4.3.2.1,1.6666666666666667,5,18,277
str,"4.3.2.1,4.3.4",0.0,0,0,1
str,4.3.3,9.04109589041096,33,69,263
str,"4.3.3,1.1.3",0.0,0,1,0
str,"4.3.3,2.2.1",100.0,2,0,0
str,"4.3.3,3.1.1",0.0,0,0,1
str,"4.3.3,4.1.1",0.0,0,0,1
str,"4.3.3,4.1.2",0.0,0,1,2
str,"4.3.3,4.3.2.1",0.0,0,0,2
str,4.3.4,0.0,0,0,2
str,4.3.4.1,0.0,0,9,51
str,4.3.4.2,3.076923076923077,4,16,110
str,"4.3.4.2,3.1.2.1",0.0,0,1,0
str,4.3.4.2.1,0.7874015748031497,1,8,118
str,"4.3.4.2.1,1.1.2",0.0,0,0,1
str,4.4,12.5,1,1,6
str,4.4.1.1,5.319148936170213,20,76,280
str,"4.4.1.1,3",0.0,0,0,2
str,"4.4.1.1,4.1.2",0.0,0,0,4
str,"4.4.1.1,4.3.3",0.0,0,0,1
str,"4.4.1.1,4.3.4.2.1",0.0,0,0,3
str,"4.4.1.1,4.6.1.2",0.0,0,1,0
str,4.4.1.2,0.0,0,73,17
str,4.4.2,0.0,0,6,17
str,4.5,3.3333333333333335,3,33,54
str,"4.5,1.1.2",0.0,0,0,1
str,"4.5,1.2.1",0.0,0,2,0
str,4.6,0.0,0,1,8
str,4.6.1.1,0.0,0,5,6
str,4.6.1.2,15.789473684210526,3,6,10
str,4.6.2,0.0,0,1,27
str,4.6.2.1,0.0,0,1,7
str,4.6.2.2,2.985074626865672,2,5,60
str,4.7,1.5151515151515151,1,13,52
str,4.8,3.1481481481481484,17,60,463
str,"4.8,4.1.1.3",50.0,1,1,0
str,"4.8,4.3.4.1",0.0,0,0,2
str,4.9,2.962962962962963,4,18,113
str,5,0.0,0,2,13
str,"5,6,BOV_AFRI",0.0,0,1,0
str,6,0.0,0,1,1
str,"6,BOV_AFRI",2.7777777777777777,1,21,14
str,BOV_AFRI,2.3529411764705883,2,15,68
